"","Reporter.Countries","Partner.Countries","Value_YearMean","LongitudeReport","LatitudeReport","LongitudePartner","LatitudePartner"
"299","Bulgaria","Iran (Islamic Republic of)",3.6,25.21552909,42.76890318,54.27407004,32.57503292
"300","Bulgaria","Italy",98.8,25.21552909,42.76890318,12.07001339,42.79662641
"301","Bulgaria","Netherlands",49.2,25.21552909,42.76890318,5.28144793,52.1007899
"302","Bulgaria","North Macedonia",0.6,25.21552909,42.76890318,21.68211346,41.59530893
"303","Bulgaria","Poland",78.4,25.21552909,42.76890318,19.39012835,52.12759564
"304","Bulgaria","Romania",98.6,25.21552909,42.76890318,24.97293039,45.85243127
"305","Bulgaria","Serbia",0.2,25.21552909,42.76890318,20.78958334,44.2215032
"306","Bulgaria","Slovakia",0.2,25.21552909,42.76890318,19.47905218,48.70547528
"307","Bulgaria","Spain",17.4,25.21552909,42.76890318,-3.64755047,40.24448698
"308","Bulgaria","Turkey",0.4,25.21552909,42.76890318,35.16895346,39.0616029
"309","Bulgaria","United Arab Emirates",0.2,25.21552909,42.76890318,54.3001671,23.90528188
"310","Bulgaria","United Kingdom of Great Britain and Northern Ireland",7,25.21552909,42.76890318,-2.86563164,54.12387156
"311","Burkina Faso","Senegal",1847,-1.75456601,12.26953846,-14.4734924,14.36624173
"312","Burundi","Australia",15.4,29.87512156,-3.35939666,134.4910001,-25.73288704
"313","Burundi","Belgium",1986,29.87512156,-3.35939666,4.64065114,50.63981576
"314","Burundi","Bulgaria",11.4,29.87512156,-3.35939666,25.21552909,42.76890318
"315","Burundi","Canada",85,29.87512156,-3.35939666,-98.30777028,61.36206324
"316","Burundi","China, mainland",0.2,29.87512156,-3.35939666,103.8190735,36.56176546
"317","Burundi","China, Taiwan Province of",11.6,29.87512156,-3.35939666,120.9542728,23.7539928
"318","Burundi","Czechia",0.2,29.87512156,-3.35939666,15.31240163,49.73341233
"319","Burundi","Democratic People's Republic of Korea",3.2,29.87512156,-3.35939666,127.1924797,40.15350311
"320","Burundi","Denmark",5.4,29.87512156,-3.35939666,10.02800992,55.98125296
"321","Burundi","Eswatini",36.4,29.87512156,-3.35939666,31.4819369,-26.55843045
"322","Burundi","France",140.6,29.87512156,-3.35939666,-2.76172945,42.17344011
"323","Burundi","Germany",2336.8,29.87512156,-3.35939666,10.38578051,51.10698181
"324","Burundi","Japan",34.8,29.87512156,-3.35939666,138.0308956,37.59230135
"325","Burundi","Kenya",418.6,29.87512156,-3.35939666,37.79593973,0.59988022
"326","Burundi","Mauritania",14.4,29.87512156,-3.35939666,-10.34779815,20.25736706
"327","Burundi","Mauritius",112.2,29.87512156,-3.35939666,57.57120551,-20.27768704
"328","Burundi","Netherlands",94.6,29.87512156,-3.35939666,5.28144793,52.1007899
"329","Burundi","New Zealand",20.8,29.87512156,-3.35939666,171.4849235,-41.81113557
"330","Burundi","Norway",31.2,29.87512156,-3.35939666,15.34834656,68.75015572
"331","Burundi","Oman",55,29.87512156,-3.35939666,56.09166155,20.60515333
"332","Burundi","Republic of Korea",13.6,29.87512156,-3.35939666,127.8391609,36.38523983
"333","Burundi","Russian Federation",6.4,29.87512156,-3.35939666,96.68656112,61.98052209
"334","Burundi","Rwanda",12.8,29.87512156,-3.35939666,29.91988515,-1.99033832
"335","Burundi","Saudi Arabia",3.8,29.87512156,-3.35939666,44.53686271,24.12245841
"336","Burundi","Seychelles",123.8,29.87512156,-3.35939666,55.47603279,-4.66099094
"337","Burundi","Singapore",1596.4,29.87512156,-3.35939666,103.8172559,1.35876087
"338","Burundi","South Africa",39.8,29.87512156,-3.35939666,25.08390093,-29.00034095
"339","Burundi","Spain",2,29.87512156,-3.35939666,-3.64755047,40.24448698
"340","Burundi","Sweden",3.8,29.87512156,-3.35939666,16.74558049,62.77966519
"341","Burundi","Switzerland",5288.4,29.87512156,-3.35939666,8.20867471,46.79785878
"342","Burundi","Uganda",2872.4,29.87512156,-3.35939666,32.36907971,1.27469299
"343","Burundi","Ukraine",46.6,29.87512156,-3.35939666,31.38326469,48.99656673
"344","Burundi","United Arab Emirates",24.8,29.87512156,-3.35939666,54.3001671,23.90528188
"345","Burundi","United Kingdom of Great Britain and Northern Ireland",210.4,29.87512156,-3.35939666,-2.86563164,54.12387156
"346","Burundi","United Republic of Tanzania",3,29.87512156,-3.35939666,34.81309981,-6.27565408
"347","Burundi","United States of America",288,29.87512156,-3.35939666,-112.4616737,45.6795472
"348","Côte d'Ivoire","Albania",29,-5.17,6.49,20.04983396,41.14244989
"349","Côte d'Ivoire","Algeria",39964.8,-5.17,6.49,2.61732301,28.15893849
"350","Côte d'Ivoire","Belgium",5535.8,-5.17,6.49,4.64065114,50.63981576
"351","Côte d'Ivoire","Cameroon",6.4,-5.17,6.49,12.73964156,5.69109849
"352","Côte d'Ivoire","Democratic People's Republic of Korea",58.4,-5.17,6.49,127.1924797,40.15350311
"353","Côte d'Ivoire","Ecuador",516.2,-5.17,6.49,-78.75201922,-1.42381612
"354","Côte d'Ivoire","Egypt",397.8,-5.17,6.49,29.86190099,26.49593311
"355","Côte d'Ivoire","France",2202.2,-5.17,6.49,-2.76172945,42.17344011
"356","Côte d'Ivoire","Germany",1072.2,-5.17,6.49,10.38578051,51.10698181
"357","Côte d'Ivoire","Ghana",6.4,-5.17,6.49,-1.21676566,7.95345644
"358","Côte d'Ivoire","Greece",58.4,-5.17,6.49,22.95555794,39.07469623
"359","Côte d'Ivoire","India",2076.4,-5.17,6.49,79.6119761,22.88578212
"360","Côte d'Ivoire","Israel",352.8,-5.17,6.49,35.00444693,31.46110101
"361","Côte d'Ivoire","Italy",2470.6,-5.17,6.49,12.07001339,42.79662641
"362","Côte d'Ivoire","Libya",3.8,-5.17,6.49,18.00866169,27.03094495
"363","Côte d'Ivoire","Mauritius",11,-5.17,6.49,57.57120551,-20.27768704
"364","Côte d'Ivoire","Morocco",294.2,-5.17,6.49,-8.45615795,29.83762955
"365","Côte d'Ivoire","Netherlands",1147.4,-5.17,6.49,5.28144793,52.1007899
"366","Côte d'Ivoire","Portugal",1530.4,-5.17,6.49,-8.50104361,39.59550671
"367","Côte d'Ivoire","Republic of Korea",1855.4,-5.17,6.49,127.8391609,36.38523983
"368","Côte d'Ivoire","Russian Federation",7.6,-5.17,6.49,96.68656112,61.98052209
"369","Côte d'Ivoire","Senegal",1183.2,-5.17,6.49,-14.4734924,14.36624173
"370","Côte d'Ivoire","Slovenia",18.8,-5.17,6.49,14.80444238,46.11554772
"371","Côte d'Ivoire","Spain",9726.2,-5.17,6.49,-3.64755047,40.24448698
"372","Côte d'Ivoire","Tunisia",707,-5.17,6.49,9.55288359,34.11956246
"373","Côte d'Ivoire","United Kingdom of Great Britain and Northern Ireland",240.8,-5.17,6.49,-2.86563164,54.12387156
"374","Côte d'Ivoire","United States of America",130.8,-5.17,6.49,-112.4616737,45.6795472
"375","Côte d'Ivoire","Viet Nam",1161.4,-5.17,6.49,106.299147,16.6460167
"376","Cabo Verde","Netherlands",1.2,-23.9598882,15.95523324,5.28144793,52.1007899
"377","Cabo Verde","Spain",0.6,-23.9598882,15.95523324,-3.64755047,40.24448698
"378","Cabo Verde","United States of America",2.2,-23.9598882,15.95523324,-112.4616737,45.6795472
"379","Cambodia","Australia",3.8,104.9069433,12.72004786,134.4910001,-25.73288704
"380","Cambodia","Malaysia",1.4,104.9069433,12.72004786,109.6976228,3.78986846
"381","Cambodia","Republic of Korea",1.2,104.9069433,12.72004786,127.8391609,36.38523983
"382","Cambodia","Russian Federation",0.6,104.9069433,12.72004786,96.68656112,61.98052209
"383","Cambodia","United States of America",0.6,104.9069433,12.72004786,-112.4616737,45.6795472
"384","Cameroon","Albania",21.6,12.73964156,5.69109849,20.04983396,41.14244989
"385","Cameroon","Algeria",2370.8,12.73964156,5.69109849,2.61732301,28.15893849
"386","Cameroon","Antigua and Barbuda",45.8,12.73964156,5.69109849,-61.79469343,17.2774996
"387","Cameroon","Armenia",11.6,12.73964156,5.69109849,44.92993276,40.28952569
"388","Cameroon","Austria",6.8,12.73964156,5.69109849,14.1264761,47.58549439
"389","Cameroon","Belarus",1,12.73964156,5.69109849,28.03209307,53.53131377
"390","Cameroon","Belgium",4316.8,12.73964156,5.69109849,4.64065114,50.63981576
"391","Cameroon","Bosnia and Herzegovina",6.6,12.73964156,5.69109849,17.76876733,44.17450125
"392","Cameroon","Bulgaria",11,12.73964156,5.69109849,25.21552909,42.76890318
"393","Cameroon","Côte d'Ivoire",0.4,12.73964156,5.69109849,-5.17,6.49
"394","Cameroon","Canada",3.8,12.73964156,5.69109849,-98.30777028,61.36206324
"395","Cameroon","Central African Republic",0.6,12.73964156,5.69109849,20.46826831,6.56823297
"396","Cameroon","Chad",0.2,12.73964156,5.69109849,18.64492513,15.33333758
"397","Cameroon","China, Hong Kong SAR",0.8,12.73964156,5.69109849,114.1138045,22.39827737
"398","Cameroon","China, mainland",13.2,12.73964156,5.69109849,103.8190735,36.56176546
"399","Cameroon","China, Taiwan Province of",3.6,12.73964156,5.69109849,120.9542728,23.7539928
"400","Cameroon","Croatia",5.8,12.73964156,5.69109849,16.40412899,45.08047631
"401","Cameroon","Czechia",257.8,12.73964156,5.69109849,15.31240163,49.73341233
"402","Cameroon","Egypt",21.2,12.73964156,5.69109849,29.86190099,26.49593311
"403","Cameroon","France",2753.8,12.73964156,5.69109849,-2.76172945,42.17344011
"404","Cameroon","Georgia",3.8,12.73964156,5.69109849,43.50780252,42.16855755
"405","Cameroon","Germany",4004.4,12.73964156,5.69109849,10.38578051,51.10698181
"406","Cameroon","Greece",65.2,12.73964156,5.69109849,22.95555794,39.07469623
"407","Cameroon","Hungary",3.6,12.73964156,5.69109849,19.39559116,47.16277506
"408","Cameroon","India",73.4,12.73964156,5.69109849,79.6119761,22.88578212
"409","Cameroon","Israel",10.8,12.73964156,5.69109849,35.00444693,31.46110101
"410","Cameroon","Italy",2267.4,12.73964156,5.69109849,12.07001339,42.79662641
"411","Cameroon","Japan",8,12.73964156,5.69109849,138.0308956,37.59230135
"412","Cameroon","Lebanon",14.6,12.73964156,5.69109849,35.88016072,33.92306631
"413","Cameroon","Mauritius",0.6,12.73964156,5.69109849,57.57120551,-20.27768704
"414","Cameroon","Morocco",222.4,12.73964156,5.69109849,-8.45615795,29.83762955
"415","Cameroon","Netherlands",93,12.73964156,5.69109849,5.28144793,52.1007899
"416","Cameroon","North Macedonia",2.8,12.73964156,5.69109849,21.68211346,41.59530893
"417","Cameroon","Poland",20,12.73964156,5.69109849,19.39012835,52.12759564
"418","Cameroon","Portugal",2946.4,12.73964156,5.69109849,-8.50104361,39.59550671
"419","Cameroon","Republic of Korea",14.2,12.73964156,5.69109849,127.8391609,36.38523983
"420","Cameroon","Russian Federation",385.2,12.73964156,5.69109849,96.68656112,61.98052209
"421","Cameroon","Senegal",11.4,12.73964156,5.69109849,-14.4734924,14.36624173
"422","Cameroon","Serbia",19.6,12.73964156,5.69109849,20.78958334,44.2215032
"423","Cameroon","Slovenia",80.2,12.73964156,5.69109849,14.80444238,46.11554772
"424","Cameroon","South Africa",3.8,12.73964156,5.69109849,25.08390093,-29.00034095
"425","Cameroon","Spain",361,12.73964156,5.69109849,-3.64755047,40.24448698
"426","Cameroon","Sudan",40.2,12.73964156,5.69109849,29.94046812,15.99035669
"427","Cameroon","Sweden",21.6,12.73964156,5.69109849,16.74558049,62.77966519
"428","Cameroon","Switzerland",13.8,12.73964156,5.69109849,8.20867471,46.79785878
"429","Cameroon","Tunisia",472.4,12.73964156,5.69109849,9.55288359,34.11956246
"430","Cameroon","Turkey",30,12.73964156,5.69109849,35.16895346,39.0616029
"431","Cameroon","United Kingdom of Great Britain and Northern Ireland",16.2,12.73964156,5.69109849,-2.86563164,54.12387156
"432","Cameroon","United States of America",662,12.73964156,5.69109849,-112.4616737,45.6795472
"433","Cameroon","Viet Nam",40.2,12.73964156,5.69109849,106.299147,16.6460167
"434","Canada","Australia",117,-98.30777028,61.36206324,134.4910001,-25.73288704
"435","Canada","Barbados",0.2,-98.30777028,61.36206324,-59.559797,13.18145428
"436","Canada","Belgium",43.4,-98.30777028,61.36206324,4.64065114,50.63981576
"437","Canada","Brazil",4.8,-98.30777028,61.36206324,-53.09783113,-10.78777702
"438","Canada","Chile",1.4,-98.30777028,61.36206324,-71.38256213,-37.73070989
"439","Canada","China, Hong Kong SAR",1.8,-98.30777028,61.36206324,114.1138045,22.39827737
"440","Canada","China, mainland",5.8,-98.30777028,61.36206324,103.8190735,36.56176546
"441","Canada","China, Taiwan Province of",1,-98.30777028,61.36206324,120.9542728,23.7539928
"442","Canada","Cuba",10.8,-98.30777028,61.36206324,-79.01605384,21.62289528
"443","Canada","Ecuador",7.6,-98.30777028,61.36206324,-78.75201922,-1.42381612
"444","Canada","El Salvador",0.6,-98.30777028,61.36206324,-88.87164469,13.73943744
"445","Canada","France",4.8,-98.30777028,61.36206324,-2.76172945,42.17344011
"446","Canada","Germany",71.6,-98.30777028,61.36206324,10.38578051,51.10698181
"447","Canada","Indonesia",11.6,-98.30777028,61.36206324,117.2401137,-2.21505456
"448","Canada","Israel",3.8,-98.30777028,61.36206324,35.00444693,31.46110101
"449","Canada","Italy",5.2,-98.30777028,61.36206324,12.07001339,42.79662641
"450","Canada","Japan",76.4,-98.30777028,61.36206324,138.0308956,37.59230135
"451","Canada","Lebanon",10.8,-98.30777028,61.36206324,35.88016072,33.92306631
"452","Canada","Netherlands",70.4,-98.30777028,61.36206324,5.28144793,52.1007899
"453","Canada","New Zealand",3.8,-98.30777028,61.36206324,171.4849235,-41.81113557
"454","Canada","Peru",0.6,-98.30777028,61.36206324,-74.38242685,-9.15280381
"455","Canada","Philippines",0.2,-98.30777028,61.36206324,122.8839325,11.77536778
"456","Canada","Poland",0.6,-98.30777028,61.36206324,19.39012835,52.12759564
"457","Canada","Republic of Korea",117.4,-98.30777028,61.36206324,127.8391609,36.38523983
"458","Canada","Rwanda",0.2,-98.30777028,61.36206324,29.91988515,-1.99033832
"459","Canada","Singapore",4.8,-98.30777028,61.36206324,103.8172559,1.35876087
"460","Canada","Spain",95.8,-98.30777028,61.36206324,-3.64755047,40.24448698
"461","Canada","Switzerland",3.8,-98.30777028,61.36206324,8.20867471,46.79785878
"462","Canada","Turkey",3.8,-98.30777028,61.36206324,35.16895346,39.0616029
"463","Canada","United Arab Emirates",4.6,-98.30777028,61.36206324,54.3001671,23.90528188
"464","Canada","United Kingdom of Great Britain and Northern Ireland",231.8,-98.30777028,61.36206324,-2.86563164,54.12387156
"465","Canada","United States of America",16726.4,-98.30777028,61.36206324,-112.4616737,45.6795472
"466","Canada","Viet Nam",46.4,-98.30777028,61.36206324,106.299147,16.6460167
"467","Central African Republic","China, mainland",2.2,20.46826831,6.56823297,103.8190735,36.56176546
"468","Central African Republic","France",90.8,20.46826831,6.56823297,-2.76172945,42.17344011
"469","Central African Republic","Sudan",4.4,20.46826831,6.56823297,29.94046812,15.99035669
"470","Chile","Bolivia (Plurinational State of)",0.2,-71.38256213,-37.73070989,-64.68538645,-16.70814787
"471","Chile","Canada",0.4,-71.38256213,-37.73070989,-98.30777028,61.36206324
"472","Chile","Peru",0.8,-71.38256213,-37.73070989,-74.38242685,-9.15280381
"473","Chile","United States of America",3.6,-71.38256213,-37.73070989,-112.4616737,45.6795472
"474","China, Hong Kong SAR","Cambodia",0.4,114.1138045,22.39827737,104.9069433,12.72004786
"475","China, Hong Kong SAR","China, Macao SAR",120.8,114.1138045,22.39827737,113.5093212,22.22311688
"476","China, Hong Kong SAR","China, mainland",174.2,114.1138045,22.39827737,103.8190735,36.56176546
"477","China, Hong Kong SAR","China, Taiwan Province of",26.8,114.1138045,22.39827737,120.9542728,23.7539928
"478","China, Hong Kong SAR","Denmark",1.8,114.1138045,22.39827737,10.02800992,55.98125296
"479","China, Hong Kong SAR","Indonesia",0.2,114.1138045,22.39827737,117.2401137,-2.21505456
"480","China, Hong Kong SAR","Japan",3.8,114.1138045,22.39827737,138.0308956,37.59230135
"481","China, Hong Kong SAR","Kuwait",6.4,114.1138045,22.39827737,47.58700459,29.33431262
"482","China, Hong Kong SAR","Morocco",1,114.1138045,22.39827737,-8.45615795,29.83762955
"483","China, Hong Kong SAR","Oman",1.2,114.1138045,22.39827737,56.09166155,20.60515333
"484","China, Hong Kong SAR","Qatar",1.8,114.1138045,22.39827737,51.18479632,25.30601188
"485","China, Hong Kong SAR","Republic of Korea",1.6,114.1138045,22.39827737,127.8391609,36.38523983
"486","China, Hong Kong SAR","Saudi Arabia",0.6,114.1138045,22.39827737,44.53686271,24.12245841
"487","China, Hong Kong SAR","Singapore",8.2,114.1138045,22.39827737,103.8172559,1.35876087
"488","China, Hong Kong SAR","Sri Lanka",0.2,114.1138045,22.39827737,80.70108238,7.61266509
"489","China, Hong Kong SAR","United Arab Emirates",6.6,114.1138045,22.39827737,54.3001671,23.90528188
"490","China, Hong Kong SAR","United Kingdom of Great Britain and Northern Ireland",0.2,114.1138045,22.39827737,-2.86563164,54.12387156
"491","China, Hong Kong SAR","United States of America",3.8,114.1138045,22.39827737,-112.4616737,45.6795472
"492","China, Hong Kong SAR","Viet Nam",0.2,114.1138045,22.39827737,106.299147,16.6460167
"493","China, Macao SAR","China, Hong Kong SAR",40.2,113.5093212,22.22311688,114.1138045,22.39827737
"494","China, mainland","Algeria",23.4,103.8190735,36.56176546,2.61732301,28.15893849
"495","China, mainland","Australia",1088.2,103.8190735,36.56176546,134.4910001,-25.73288704
"496","China, mainland","Bahrain",4,103.8190735,36.56176546,50.54196932,26.04205135
"497","China, mainland","Belarus",0.8,103.8190735,36.56176546,28.03209307,53.53131377
"498","China, mainland","Belgium",6670.2,103.8190735,36.56176546,4.64065114,50.63981576
"499","China, mainland","Brazil",88.6,103.8190735,36.56176546,-53.09783113,-10.78777702
"500","China, mainland","Bulgaria",43.2,103.8190735,36.56176546,25.21552909,42.76890318
"501","China, mainland","Canada",426.6,103.8190735,36.56176546,-98.30777028,61.36206324
"502","China, mainland","China, Hong Kong SAR",745,103.8190735,36.56176546,114.1138045,22.39827737
"503","China, mainland","China, Macao SAR",12.2,103.8190735,36.56176546,113.5093212,22.22311688
"504","China, mainland","China, Taiwan Province of",306.2,103.8190735,36.56176546,120.9542728,23.7539928
"505","China, mainland","Croatia",4.4,103.8190735,36.56176546,16.40412899,45.08047631
"506","China, mainland","Denmark",51.2,103.8190735,36.56176546,10.02800992,55.98125296
"507","China, mainland","Dominican Republic",8,103.8190735,36.56176546,-70.50568896,18.89433082
"508","China, mainland","Egypt",58,103.8190735,36.56176546,29.86190099,26.49593311
"509","China, mainland","Estonia",63.4,103.8190735,36.56176546,25.54248537,58.67192972
"510","China, mainland","France",1997.6,103.8190735,36.56176546,-2.76172945,42.17344011
"511","China, mainland","Germany",22838,103.8190735,36.56176546,10.38578051,51.10698181
"512","China, mainland","Greece",445.4,103.8190735,36.56176546,22.95555794,39.07469623
"513","China, mainland","India",506.8,103.8190735,36.56176546,79.6119761,22.88578212
"514","China, mainland","Indonesia",440.6,103.8190735,36.56176546,117.2401137,-2.21505456
"515","China, mainland","Iran (Islamic Republic of)",141.6,103.8190735,36.56176546,54.27407004,32.57503292
"516","China, mainland","Israel",275.2,103.8190735,36.56176546,35.00444693,31.46110101
"517","China, mainland","Italy",834.4,103.8190735,36.56176546,12.07001339,42.79662641
"518","China, mainland","Japan",397.6,103.8190735,36.56176546,138.0308956,37.59230135
"519","China, mainland","Jordan",89.6,103.8190735,36.56176546,36.77136104,31.24579091
"520","China, mainland","Kuwait",192.8,103.8190735,36.56176546,47.58700459,29.33431262
"521","China, mainland","Lao People's Democratic Republic",5,103.8190735,36.56176546,103.7377241,18.50217433
"522","China, mainland","Latvia",39.6,103.8190735,36.56176546,24.91235983,56.85085163
